Dst Port,Flow Duration,Tot Fwd Pkts,Tot Bwd Pkts,TotLen Fwd Pkts,TotLen Bwd Pkts,Fwd Pkt Len Max,Fwd Pkt Len Min,Fwd Pkt Len Mean,Fwd Pkt Len Std,Bwd Pkt Len Max,Bwd Pkt Len Min,Bwd Pkt Len Mean,Bwd Pkt Len Std,Flow Byts/s,Flow Pkts/s,Flow IAT Mean,Flow IAT Std,Flow IAT Max,Flow IAT Min,Fwd IAT Tot,Fwd IAT Mean,Fwd IAT Std,Fwd IAT Max,Fwd IAT Min,Bwd IAT Tot,Bwd IAT Mean,Bwd IAT Std,Bwd IAT Max,Bwd IAT Min,Fwd PSH Flags,Bwd PSH Flags,Fwd URG Flags,Bwd URG Flags,Fwd Header Len,Bwd Header Len,Fwd Pkts/s,Bwd Pkts/s,Pkt Len Min,Pkt Len Max,Pkt Len Mean,Pkt Len Std,Pkt Len Var,FIN Flag Cnt,SYN Flag Cnt,RST Flag Cnt,PSH Flag Cnt,ACK Flag Cnt,URG Flag Cnt,CWE Flag Count,ECE Flag Cnt,Down/Up Ratio,Pkt Size Avg,Fwd Seg Size Avg,Bwd Seg Size Avg,Fwd Byts/b Avg,Fwd Pkts/b Avg,Fwd Blk Rate Avg,Bwd Byts/b Avg,Bwd Pkts/b Avg,Bwd Blk Rate Avg,Subflow Fwd Pkts,Subflow Fwd Byts,Subflow Bwd Pkts,Subflow Bwd Byts,Init Fwd Win Byts,Init Bwd Win Byts,Fwd Act Data Pkts,Fwd Seg Size Min,Active Mean,Active Std,Active Max,Active Min,Idle Mean,Idle Std,Idle Max,Idle Min,Label,DatasetYear,SourceFile
80.0,8.068819e+07,8.0,4.0,56.0,11601.0,20.0,0.0,7.0,5.656854,8760.0,0.0,2900.25,4128.3193,144.46971,0.14872065,7.33529e+06,2.3e+07,7.65e+07,1.0,8.06e+07,1.15e+07,2.87e+07,7.65e+07,1.0,117046.0,39015.332,63300.79,112075.0,561.0,0.0,0.0,0.0,0.0,172.0,92.0,0.0991471,0.04957355,0.0,8760.0,897.1539,2488.507,6.1926675e+06,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,971.9167,7.0,2900.25,0.0,0.0,0.0,0.0,0.0,0.0,8.0,56.0,4.0,11601.0,256.0,229.0,6.0,20.0,4.074108e+06,0.0,4.074108e+06,4.074108e+06,7.65e+07,0.0,7.65e+07,7.65e+07,1,2017,Friday-WorkingHours-Afternoon-DDos.pcap_ISCX.csv
80.0,965495.0,3.0,6.0,26.0,11607.0,20.0,0.0,8.666667,10.263203,5840.0,0.0,1934.5,2538.9192,12048.742,9.321643,120686.875,340930.25,964446.0,3.0,896.0,448.0,295.57065,657.0,239.0,965479.0,193095.8,431198.03,964446.0,3.0,0.0,0.0,0.0,0.0,72.0,132.0,3.1072145,6.214429,0.0,5840.0,1163.3,2138.329,4.5724515e+06,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,1292.5555,8.666667,1934.5,0.0,0.0,0.0,0.0,0.0,0.0,3.0,26.0,6.0,11607.0,8192.0,229.0,2.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,2017,Friday-WorkingHours-Afternoon-DDos.pcap_ISCX.csv
50279.0,648220.0,6.0,2.0,11607.0,26.0,10135.0,0.0,1934.5,4059.462,20.0,6.0,13.0,9.899495,17946.068,12.341489,92602.86,244610.86,647328.0,4.0,648220.0,129644.0,289394.28,647328.0,4.0,71.0,71.0,0.0,71.0,71.0,0.0,0.0,0.0,0.0,144.0,40.0,9.256117,3.0853722,0.0,10135.0,1292.5555,3350.635,1.12e+07,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1454.125,1934.5,13.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,11607.0,2.0,26.0,8192.0,256.0,4.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,2017,Friday-WorkingHours-Afternoon-DDos.pcap_ISCX.csv
53.0,300.0,2.0,2.0,46.0,46.0,23.0,23.0,23.0,0.0,23.0,23.0,23.0,0.0,306666.66,13333.333,100.0,131.75356,250.0,3.0,3.0,3.0,0.0,3.0,3.0,47.0,47.0,0.0,47.0,47.0,0.0,0.0,0.0,0.0,64.0,64.0,6666.6665,6666.6665,23.0,23.0,23.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,28.75,23.0,23.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,46.0,2.0,46.0,-1.0,-1.0,1.0,32.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,2017,Friday-WorkingHours-Afternoon-DDos.pcap_ISCX.csv
31264.0,2.000511e+06,1.0,5.0,6.0,30.0,6.0,6.0,6.0,0.0,6.0,6.0,6.0,0.0,17.995401,2.9992337,400102.2,880630.06,1.975326e+06,307.0,0.0,0.0,0.0,0.0,0.0,1.977461e+06,494365.25,987307.2,1.975326e+06,307.0,0.0,0.0,0.0,0.0,20.0,100.0,0.4998723,2.4993615,6.0,6.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,5.0,7.0,6.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,6.0,5.0,30.0,229.0,0.0,0.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,2017,Friday-WorkingHours-Afternoon-DDos.pcap_ISCX.csv
80.0,7.054251e+06,5.0,0.0,30.0,0.0,6.0,6.0,6.0,0.0,0.0,0.0,0.0,0.0,4.2527547,0.70879245,1.7635628e+06,3.5264268e+06,7.053203e+06,1.0,7.054251e+06,1.7635628e+06,3.5264268e+06,7.053203e+06,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.70879245,0.0,6.0,6.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,7.2,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,30.0,0.0,0.0,256.0,-1.0,4.0,20.0,1048.0,0.0,1048.0,1048.0,7.053203e+06,0.0,7.053203e+06,7.053203e+06,1,2017,Friday-WorkingHours-Afternoon-DDos.pcap_ISCX.csv
58927.0,9.586511e+07,5.0,9.0,11607.0,62.0,8760.0,0.0,2321.4,3802.3154,20.0,0.0,6.888889,5.3019915,121.723114,0.14603853,7.374239e+06,2.4e+07,8.67e+07,1.0,9.59e+07,2.4e+07,4.79e+07,9.58e+07,190.0,9.58e+07,1.2e+07,3.04e+07,8.67e+07,1.0,0.0,0.0,0.0,0.0,112.0,192.0,0.05215662,0.09388191,0.0,8760.0,778.3333,2325.1504,5.4063245e+06,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,833.9286,2321.4,6.888889,0.0,0.0,0.0,0.0,0.0,0.0,5.0,11607.0,9.0,62.0,229.0,256.0,3.0,20.0,39859.0,0.0,39859.0,39859.0,4.79e+07,5.49e+07,8.67e+07,9.100994e+06,0,2017,Friday-WorkingHours-Afternoon-DDos.pcap_ISCX.csv
53.0,184.0,2.0,2.0,78.0,358.0,39.0,39.0,39.0,0.0,179.0,179.0,179.0,0.0,2.3695652e+06,21739.13,61.333332,100.17152,177.0,3.0,4.0,4.0,0.0,4.0,4.0,3.0,3.0,0.0,3.0,3.0,0.0,0.0,0.0,0.0,64.0,64.0,10869.565,10869.565,39.0,179.0,95.0,76.68116,5880.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,118.75,39.0,179.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,78.0,2.0,358.0,-1.0,-1.0,1.0,32.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,2017,Friday-WorkingHours-Afternoon-DDos.pcap_ISCX.csv
80.0,7.464113e+07,8.0,6.0,56.0,11601.0,20.0,0.0,7.0,5.656854,4380.0,0.0,1933.5,1757.7899,156.17395,0.18756415,5.7416255e+06,1.84e+07,6.66e+07,1.0,7.45e+07,1.06e+07,2.49e+07,6.66e+07,73.0,103681.0,20736.2,42148.273,95915.0,35.0,0.0,0.0,0.0,0.0,172.0,132.0,0.107179515,0.080384634,0.0,4380.0,777.5333,1434.5717,2.0579959e+06,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,833.0714,7.0,1933.5,0.0,0.0,0.0,0.0,0.0,0.0,8.0,56.0,6.0,11601.0,256.0,229.0,6.0,20.0,867.0,0.0,867.0,867.0,3.73e+07,4.15e+07,6.66e+07,7.903471e+06,1,2017,Friday-WorkingHours-Afternoon-DDos.pcap_ISCX.csv
51961.0,416788.0,6.0,2.0,11601.0,26.0,4380.0,0.0,1933.5,2189.773,20.0,6.0,13.0,9.899495,27896.676,19.19441,59541.145,154057.52,408865.0,22.0,416788.0,83357.6,181989.64,408865.0,148.0,342.0,342.0,0.0,342.0,342.0,0.0,0.0,0.0,0.0,144.0,40.0,14.395808,4.7986026,0.0,4380.0,1291.8889,1980.7102,3.923213e+06,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1453.375,1933.5,13.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,11601.0,2.0,26.0,8192.0,256.0,4.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,2017,Friday-WorkingHours-Afternoon-DDos.pcap_ISCX.csv
56929.0,2.7077e+06,1.0,6.0,1375.0,30.0,1375.0,1375.0,1375.0,0.0,6.0,0.0,5.0,2.4494898,518.89056,2.5852199,451283.34,1.0952306e+06,2.686892e+06,4.0,0.0,0.0,0.0,0.0,0.0,2.694945e+06,538989.0,1.2007166e+06,2.686892e+06,4.0,1.0,0.0,0.0,0.0,20.0,132.0,0.36931714,2.2159028,0.0,1375.0,347.5,634.1901,402197.16,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,6.0,397.14285,1375.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1375.0,6.0,30.0,229.0,0.0,0.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,2017,Friday-WorkingHours-Afternoon-DDos.pcap_ISCX.csv
80.0,1.817145e+06,3.0,4.0,26.0,11607.0,20.0,0.0,8.666667,10.263203,11595.0,0.0,2901.75,5795.5005,6401.801,3.8521967,302857.5,741394.2,1.816222e+06,6.0,808.0,404.0,326.68332,635.0,173.0,1.817098e+06,605699.3,1.0483435e+06,1.816222e+06,6.0,0.0,0.0,0.0,0.0,72.0,92.0,1.6509415,2.2012553,0.0,11595.0,1454.125,4097.5376,1.68e+07,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1661.8572,8.666667,2901.75,0.0,0.0,0.0,0.0,0.0,0.0,3.0,26.0,4.0,11607.0,8192.0,229.0,2.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,2017,Friday-WorkingHours-Afternoon-DDos.pcap_ISCX.csv
80.0,35848.0,3.0,6.0,26.0,11601.0,20.0,0.0,8.666667,10.263203,5840.0,0.0,1933.5,2189.773,324341.66,251.06003,4481.0,11852.843,33805.0,52.0,34991.0,17495.5,23329.574,33992.0,999.0,35661.0,7132.2,15536.356,34923.0,52.0,0.0,0.0,0.0,0.0,72.0,132.0,83.686676,167.37335,0.0,5840.0,1162.7,1911.5957,3.6541982e+06,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,1291.8889,8.666667,1933.5,0.0,0.0,0.0,0.0,0.0,0.0,3.0,26.0,6.0,11601.0,8192.0,229.0,2.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,2017,Friday-WorkingHours-Afternoon-DDos.pcap_ISCX.csv
80.0,3.782927e+06,4.0,0.0,24.0,0.0,6.0,6.0,6.0,0.0,0.0,0.0,0.0,0.0,6.3442936,1.0573823,1.2609756e+06,2.1789205e+06,3.776974e+06,1.0,3.782927e+06,1.2609756e+06,2.1789205e+06,3.776974e+06,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,80.0,0.0,1.0573823,0.0,6.0,6.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,7.5,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,24.0,0.0,0.0,256.0,-1.0,3.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,2017,Friday-WorkingHours-Afternoon-DDos.pcap_ISCX.csv
80.0,1.725005e+06,3.0,6.0,26.0,11601.0,20.0,0.0,8.666667,10.263203,5840.0,0.0,1933.5,2189.773,6740.2705,5.217376,215625.62,605366.0,1.713805e+06,45.0,10399.0,5199.5,7221.6816,10306.0,93.0,1.724858e+06,344971.6,765213.56,1.713805e+06,45.0,0.0,0.0,0.0,0.0,72.0,132.0,1.7391254,3.4782507,0.0,5840.0,1162.7,1911.5957,3.6541982e+06,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,1291.8889,8.666667,1933.5,0.0,0.0,0.0,0.0,0.0,0.0,3.0,26.0,6.0,11601.0,8192.0,229.0,2.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,2017,Friday-WorkingHours-Afternoon-DDos.pcap_ISCX.csv
80.0,2.0244084e+07,5.0,4.0,351.0,566.0,351.0,0.0,70.2,156.97197,566.0,0.0,141.5,283.0,45.297184,0.44457433,2.5305105e+06,4.5947105e+06,1e+07,77.0,1.03e+07,2.566143e+06,4.969561e+06,1e+07,50959.0,2.02e+07,6.731076e+06,5.662218e+06,1.01e+07,193430.0,0.0,0.0,0.0,0.0,168.0,136.0,0.24698573,0.1975886,0.0,566.0,91.7,199.85219,39940.9,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,101.888885,70.2,141.5,0.0,0.0,0.0,0.0,0.0,0.0,5.0,351.0,4.0,566.0,29200.0,219.0,1.0,32.0,244363.0,0.0,244363.0,244363.0,1e+07,0.0,1e+07,1e+07,0,2017,Friday-WorkingHours-Afternoon-DDos.pcap_ISCX.csv
80.0,7.98565e+06,4.0,0.0,24.0,0.0,6.0,6.0,6.0,0.0,0.0,0.0,0.0,0.0,3.005391,0.5008985,2.6618832e+06,4.609841e+06,7.984869e+06,375.0,7.98565e+06,2.6618832e+06,4.609841e+06,7.984869e+06,375.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,80.0,0.0,0.5008985,0.0,6.0,6.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,7.5,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,24.0,0.0,0.0,256.0,-1.0,3.0,20.0,781.0,0.0,781.0,781.0,7.984869e+06,0.0,7.984869e+06,7.984869e+06,1,2017,Friday-WorkingHours-Afternoon-DDos.pcap_ISCX.csv
26091.0,7.305385e+06,1.0,6.0,6.0,36.0,6.0,6.0,6.0,0.0,6.0,6.0,6.0,0.0,5.7491837,0.9581973,1.2175641e+06,2.974045e+06,7.288302e+06,1.0,0.0,0.0,0.0,0.0,0.0,7.293825e+06,1.458765e+06,3.2588105e+06,7.288302e+06,1.0,0.0,0.0,0.0,0.0,20.0,120.0,0.13688533,0.82131195,6.0,6.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,6.0,6.857143,6.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,6.0,6.0,36.0,229.0,0.0,0.0,20.0,17083.0,0.0,17083.0,17083.0,7.288302e+06,0.0,7.288302e+06,7.288302e+06,0,2017,Friday-WorkingHours-Afternoon-DDos.pcap_ISCX.csv
80.0,9.109875e+06,7.0,4.0,50.0,11601.0,20.0,0.0,7.142857,6.094494,8760.0,0.0,2900.25,4128.3193,1278.9418,1.2074809,910987.5,2.5079312e+06,7.98071e+06,3.0,9.103243e+06,1.5172071e+06,3.1967142e+06,7.98071e+06,3.0,23005.0,7668.3335,8202.877,16438.0,184.0,0.0,0.0,0.0,0.0,152.0,92.0,0.7683969,0.43908396,0.0,8760.0,971.4167,2584.0713,6.677425e+06,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1059.7273,7.142857,2900.25,0.0,0.0,0.0,0.0,0.0,0.0,7.0,50.0,4.0,11601.0,256.0,229.0,5.0,20.0,1.106004e+06,0.0,1.106004e+06,1.106004e+06,7.98071e+06,0.0,7.98071e+06,7.98071e+06,1,2017,Friday-WorkingHours-Afternoon-DDos.pcap_ISCX.csv
80.0,448817.0,3.0,6.0,26.0,11601.0,20.0,0.0,8.666667,10.263203,4380.0,0.0,1933.5,1757.7899,25905.88,20.052717,56102.125,149797.17,426346.0,2.0,22013.0,11006.5,15562.713,22011.0,2.0,448782.0,89756.4,188402.25,426346.0,14.0,0.0,0.0,0.0,0.0,72.0,132.0,6.684239,13.368478,0.0,4380.0,1162.7,1645.2418,2.7068205e+06,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,1291.8889,8.666667,1933.5,0.0,0.0,0.0,0.0,0.0,0.0,3.0,26.0,6.0,11601.0,8192.0,229.0,2.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,2017,Friday-WorkingHours-Afternoon-DDos.pcap_ISCX.csv
80.0,2.2718304e+07,5.0,0.0,30.0,0.0,6.0,6.0,6.0,0.0,0.0,0.0,0.0,0.0,1.320521,0.22008684,5.679576e+06,1.14e+07,2.27e+07,1.0,2.27e+07,5.679576e+06,1.14e+07,2.27e+07,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.22008684,0.0,6.0,6.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,7.2,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,30.0,0.0,0.0,256.0,-1.0,4.0,20.0,923.0,0.0,923.0,923.0,2.27e+07,0.0,2.27e+07,2.27e+07,1,2017,Friday-WorkingHours-Afternoon-DDos.pcap_ISCX.csv
80.0,8.94615e+07,8.0,5.0,56.0,11607.0,20.0,0.0,7.0,5.656854,7215.0,0.0,2321.4,3327.7698,130.36893,0.1453139,7.455125e+06,2.37e+07,8.25e+07,0.0,8.86e+07,1.27e+07,3.09e+07,8.25e+07,0.0,893260.0,223315.0,445853.56,892095.0,5.0,0.0,0.0,0.0,0.0,172.0,112.0,0.08942394,0.055889964,0.0,7215.0,833.5,2175.3025,4.7319415e+06,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,897.61536,7.0,2321.4,0.0,0.0,0.0,0.0,0.0,0.0,8.0,56.0,5.0,11607.0,256.0,229.0,6.0,20.0,1006.0,0.0,1006.0,1006.0,4.43e+07,5.41e+07,8.25e+07,6.062847e+06,1,2017,Friday-WorkingHours-Afternoon-DDos.pcap_ISCX.csv
54195.0,5.841625e+06,1.0,6.0,6.0,36.0,6.0,6.0,6.0,0.0,6.0,6.0,6.0,0.0,7.18978,1.1982967,973604.2,2.3708102e+06,5.812991e+06,49.0,0.0,0.0,0.0,0.0,0.0,5.832e+06,1.1664e+06,2.5975278e+06,5.812991e+06,49.0,0.0,0.0,0.0,0.0,20.0,120.0,0.17118524,1.0271114,6.0,6.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,6.0,6.857143,6.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,6.0,6.0,36.0,229.0,0.0,0.0,20.0,28634.0,0.0,28634.0,28634.0,5.812991e+06,0.0,5.812991e+06,5.812991e+06,0,2017,Friday-WorkingHours-Afternoon-DDos.pcap_ISCX.csv
80.0,27916.0,3.0,6.0,26.0,11601.0,20.0,0.0,8.666667,10.263203,4380.0,0.0,1933.5,1757.7899,416499.5,322.39575,3489.5,8664.465,24863.0,6.0,25067.0,12533.5,17716.56,25061.0,6.0,27718.0,5543.6,11049.052,25247.0,68.0,0.0,0.0,0.0,0.0,72.0,132.0,107.465256,214.93051,0.0,4380.0,1162.7,1645.2418,2.7068205e+06,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,1291.8889,8.666667,1933.5,0.0,0.0,0.0,0.0,0.0,0.0,3.0,26.0,6.0,11601.0,8192.0,229.0,2.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,2017,Friday-WorkingHours-Afternoon-DDos.pcap_ISCX.csv
80.0,3.192956e+06,4.0,0.0,24.0,0.0,6.0,6.0,6.0,0.0,0.0,0.0,0.0,0.0,7.516546,1.2527577,1.0643186e+06,1.842575e+06,3.191941e+06,3.0,3.192956e+06,1.0643186e+06,1.842575e+06,3.191941e+06,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,80.0,0.0,1.2527577,0.0,6.0,6.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,7.5,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,24.0,0.0,0.0,256.0,-1.0,3.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,2017,Friday-WorkingHours-Afternoon-DDos.pcap_ISCX.csv
80.0,1.196384e+06,3.0,4.0,26.0,11607.0,20.0,0.0,8.666667,10.263203,11595.0,0.0,2901.75,5795.5005,9723.467,5.850964,199397.33,487979.88,1.195482e+06,6.0,843.0,421.5,317.49094,646.0,197.0,1.196339e+06,398779.66,689964.56,1.195482e+06,6.0,0.0,0.0,0.0,0.0,72.0,92.0,2.5075562,3.343408,0.0,11595.0,1454.125,4097.5376,1.68e+07,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1661.8572,8.666667,2901.75,0.0,0.0,0.0,0.0,0.0,0.0,3.0,26.0,4.0,11607.0,8192.0,229.0,2.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,2017,Friday-WorkingHours-Afternoon-DDos.pcap_ISCX.csv
80.0,9.421224e+07,8.0,5.0,56.0,11601.0,20.0,0.0,7.0,5.656854,5840.0,0.0,2320.2,2436.833,123.73127,0.13798632,7.85102e+06,2.53e+07,8.8e+07,1.0,9.42e+07,1.35e+07,3.3e+07,8.8e+07,1.0,42898.0,10724.5,17595.457,36831.0,193.0,0.0,0.0,0.0,0.0,172.0,112.0,0.084914654,0.053071663,0.0,5840.0,833.0714,1774.9062,3.1502925e+06,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,897.1539,7.0,2320.2,0.0,0.0,0.0,0.0,0.0,0.0,8.0,56.0,5.0,11601.0,256.0,229.0,6.0,20.0,124.0,0.0,124.0,124.0,4.71e+07,5.79e+07,8.8e+07,6.147724e+06,1,2017,Friday-WorkingHours-Afternoon-DDos.pcap_ISCX.csv
80.0,7.13119e+06,4.0,0.0,24.0,0.0,6.0,6.0,6.0,0.0,0.0,0.0,0.0,0.0,3.365497,0.5609162,2.3770632e+06,4.1165882e+06,7.13049e+06,346.0,7.13119e+06,2.3770632e+06,4.1165882e+06,7.13049e+06,346.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,80.0,0.0,0.5609162,0.0,6.0,6.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,7.5,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,24.0,0.0,0.0,256.0,-1.0,3.0,20.0,700.0,0.0,700.0,700.0,7.13049e+06,0.0,7.13049e+06,7.13049e+06,1,2017,Friday-WorkingHours-Afternoon-DDos.pcap_ISCX.csv
80.0,1.2085733e+07,5.0,0.0,30.0,0.0,6.0,6.0,6.0,0.0,0.0,0.0,0.0,0.0,2.4822657,0.41371095,3.0214332e+06,6.039526e+06,1.21e+07,1.0,1.21e+07,3.0214332e+06,6.039526e+06,1.21e+07,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.41371095,0.0,6.0,6.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,7.2,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,30.0,0.0,0.0,256.0,-1.0,4.0,20.0,5011.0,0.0,5011.0,5011.0,1.21e+07,0.0,1.21e+07,1.21e+07,1,2017,Friday-WorkingHours-Afternoon-DDos.pcap_ISCX.csv
80.0,828807.0,3.0,5.0,26.0,11607.0,20.0,0.0,8.666667,10.263203,10220.0,0.0,2321.4,4455.1826,14035.837,9.652428,118401.0,312902.47,827997.0,2.0,538.0,269.0,374.7666,534.0,4.0,828790.0,207197.5,413866.4,827997.0,2.0,0.0,0.0,0.0,0.0,72.0,112.0,3.6196606,6.032768,0.0,10220.0,1292.5555,3378.299,1.14e+07,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1454.125,8.666667,2321.4,0.0,0.0,0.0,0.0,0.0,0.0,3.0,26.0,5.0,11607.0,8192.0,229.0,2.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,2017,Friday-WorkingHours-Afternoon-DDos.pcap_ISCX.csv
80.0,1.641396e+06,3.0,4.0,26.0,11607.0,20.0,0.0,8.666667,10.263203,11595.0,0.0,2901.75,5795.5005,7087.26,4.2646627,273566.0,669670.44,1.640525e+06,19.0,743.0,371.5,361.33157,627.0,116.0,1.641377e+06,547125.7,946911.7,1.640525e+06,82.0,0.0,0.0,0.0,0.0,72.0,92.0,1.8277125,2.43695,0.0,11595.0,1454.125,4097.5376,1.68e+07,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1661.8572,8.666667,2901.75,0.0,0.0,0.0,0.0,0.0,0.0,3.0,26.0,4.0,11607.0,8192.0,229.0,2.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,2017,Friday-WorkingHours-Afternoon-DDos.pcap_ISCX.csv
80.0,8.24485e+07,8.0,4.0,56.0,11607.0,20.0,0.0,7.0,5.656854,11595.0,0.0,2901.75,5795.5005,141.45801,0.14554541,7.495318e+06,2.11e+07,7.06e+07,1.0,8.06e+07,1.15e+07,2.63e+07,7.06e+07,1.0,1.84093e+06,613643.3,1.0619938e+06,1.839928e+06,171.0,0.0,0.0,0.0,0.0,172.0,92.0,0.09703027,0.048515134,0.0,11595.0,897.61536,3214.1675,1.03e+07,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,972.4167,7.0,2901.75,0.0,0.0,0.0,0.0,0.0,0.0,8.0,56.0,4.0,11607.0,256.0,229.0,6.0,20.0,5.0,0.0,5.0,5.0,4.03e+07,4.28e+07,7.06e+07,1e+07,1,2017,Friday-WorkingHours-Afternoon-DDos.pcap_ISCX.csv
53.0,61280.0,2.0,2.0,60.0,262.0,30.0,30.0,30.0,0.0,131.0,131.0,131.0,0.0,5254.5693,65.274155,20426.666,35373.96,61273.0,3.0,4.0,4.0,0.0,4.0,4.0,3.0,3.0,0.0,3.0,3.0,0.0,0.0,0.0,0.0,64.0,64.0,32.637077,32.637077,30.0,131.0,70.4,55.319977,3060.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,88.0,30.0,131.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,60.0,2.0,262.0,-1.0,-1.0,1.0,32.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,2017,Friday-WorkingHours-Afternoon-DDos.pcap_ISCX.csv
